year_quarter,fold,ticker,sector,industry,fundamental_score,valuation_score,momentum_score,bear_score,sentiment_score,final_score,prediction,confidence,selected,rank,selection_reason,portfolio_weight,actual_return,alpha_real,beat_benchmark
2025Q4,2025Q4,LYV,Communication Services,Media,0.462,0.606,0.434,0.456,0.408,0.562,Outperform,Moderate,False,168,qualified_but_not_selected,,,,
2025Q4,2025Q4,GEN,Technology,Technology,0.548,0.715,0.353,0.477,0.502,0.555,Outperform,Moderate,False,169,qualified_but_not_selected,,,,
2025Q4,2025Q4,GM,Consumer Discretionary,Automobiles,0.605,0.611,0.405,0.443,0.466,0.55,Outperform,Moderate,False,170,below_threshold,,,,
2025Q4,2025Q4,PH,Machinery,Machinery,0.616,0.42,0.503,0.509,0.519,0.549,Outperform,Moderate,False,171,below_threshold,,,,
2025Q4,2025Q4,JKHY,Financials,Financial Services,0.559,0.627,0.586,0.563,0.56,0.546,Outperform,Moderate,False,172,below_threshold,,,,
2025Q4,2025Q4,SJM,Consumer Staples,Food Products,0.649,0.41,0.402,0.423,0.456,0.543,Outperform,Moderate,False,173,below_threshold,,,,
2025Q4,2025Q4,CHD,Consumer products,Consumer products,0.553,0.468,0.506,0.498,0.515,0.543,Outperform,Moderate,False,174,below_threshold,,,,
2025Q4,2025Q4,OTIS,Machinery,Machinery,0.628,0.342,0.463,0.412,0.42,0.54,Outperform,Moderate,False,175,below_threshold,,,,
2025Q4,2025Q4,HON,Industrial Conglomerates,Industrial Conglomerates,0.556,0.391,0.397,0.459,0.509,0.539,Outperform,Moderate,False,176,below_threshold,,,,
2025Q4,2025Q4,MTD,Life Sciences Tools & Services,Life Sciences Tools & Services,0.663,0.521,0.451,0.512,0.484,0.539,Outperform,Moderate,False,177,below_threshold,,,,
2025Q4,2025Q4,MSI,Communications,Communications,0.563,0.3,0.423,0.551,0.483,0.538,Outperform,Moderate,False,178,below_threshold,,,,
2025Q4,2025Q4,AMGN,Technology,Biotechnology,0.571,0.545,0.424,0.507,0.521,0.535,Outperform,Moderate,False,179,below_threshold,,,,
2025Q4,2025Q4,ALLE,Building,Building,0.564,0.51,0.526,0.458,0.484,0.535,Outperform,Moderate,False,180,below_threshold,,,,
2025Q4,2025Q4,DOC,Real Estate,Real Estate,0.68,0.499,0.415,0.412,0.456,0.534,Outperform,Moderate,False,181,below_threshold,,,,
2025Q4,2025Q4,CI,Health Care,Health Care,0.622,0.366,0.592,0.443,0.451,0.533,Outperform,Moderate,False,182,below_threshold,,,,
2025Q4,2025Q4,CSCO,Communications,Communications,0.514,0.456,0.538,0.529,0.486,0.531,Outperform,Moderate,False,183,below_threshold,,,,
2025Q4,2025Q4,TROW,Financials,Financial Services,0.548,0.409,0.407,0.542,0.505,0.529,Outperform,Moderate,False,184,below_threshold,,,,
2025Q4,2025Q4,NOC,Industrials,Aerospace & Defense,0.515,0.58,0.554,0.566,0.472,0.529,Outperform,Moderate,False,185,below_threshold,,,,
2025Q4,2025Q4,HSY,Consumer Staples,Food Products,0.548,0.309,0.407,0.553,0.545,0.528,Outperform,Moderate,False,186,below_threshold,,,,
2025Q4,2025Q4,WMB,Energy,Energy,0.479,0.564,0.442,0.489,0.453,0.524,Outperform,Moderate,False,187,below_threshold,,,,
2025Q4,2025Q4,EXPD,Industrials,Logistics & Transportation,0.584,0.431,0.39,0.571,0.47,0.52,Outperform,Moderate,False,188,below_threshold,,,,
2025Q4,2025Q4,AOS,Building,Building,0.62,0.426,0.396,0.417,0.549,0.52,Outperform,Moderate,False,189,below_threshold,,,,
2025Q4,2025Q4,J,Professional Services,Professional Services,0.666,0.409,0.368,0.488,0.486,0.519,Outperform,Moderate,False,190,below_threshold,,,,
2025Q4,2025Q4,SHW,Materials,Chemicals,0.659,0.489,0.418,0.431,0.417,0.518,Outperform,Moderate,False,191,below_threshold,,,,
2025Q4,2025Q4,AVB,Real Estate,Real Estate,0.625,0.395,0.407,0.615,0.455,0.516,Outperform,Moderate,False,192,below_threshold,,,,
2025Q4,2025Q4,INCY,Technology,Biotechnology,0.57,0.453,0.426,0.532,0.518,0.515,Outperform,Moderate,False,193,below_threshold,,,,
2025Q4,2025Q4,FCX,Metals & Mining,Metals & Mining,0.612,0.304,0.448,0.485,0.532,0.515,Outperform,Moderate,False,194,below_threshold,,,,
2025Q4,2025Q4,DVN,Energy,Energy,0.596,0.333,0.551,0.64,0.463,0.511,Outperform,Moderate,False,195,below_threshold,,,,
2025Q4,2025Q4,ETN,Electrical Equipment,Electrical Equipment,0.569,0.6,0.411,0.449,0.439,0.51,Outperform,Moderate,False,196,below_threshold,,,,
2025Q4,2025Q4,CMG,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.601,0.532,0.711,0.344,0.445,0.508,Outperform,Moderate,False,197,below_threshold,,,,
2025Q4,2025Q4,VICI,Real Estate,Real Estate,0.634,0.557,0.459,0.436,0.418,0.505,Outperform,Moderate,False,198,below_threshold,,,,
2025Q4,2025Q4,TDY,Electrical Equipment,Electrical Equipment,0.63,0.578,0.48,0.477,0.434,0.504,Outperform,Moderate,False,199,below_threshold,,,,
2025Q4,2025Q4,AJG,Financials,Insurance,0.594,0.361,0.464,0.447,0.409,0.504,Outperform,Moderate,False,200,below_threshold,,,,
2025Q4,2025Q4,ODFL,Road & Rail,Road & Rail,0.585,0.26,0.558,0.393,0.488,0.499,Underperform,Moderate,False,201,below_threshold,,,,
2025Q4,2025Q4,VMC,Construction,Construction,0.571,0.601,0.398,0.439,0.481,0.499,Underperform,Moderate,False,202,below_threshold,,,,
2025Q4,2025Q4,PAYX,Professional Services,Professional Services,0.53,0.439,0.566,0.316,0.457,0.495,Underperform,Moderate,False,203,below_threshold,,,,
2025Q4,2025Q4,MSCI,Financials,Financial Services,0.542,0.481,0.418,0.411,0.453,0.493,Underperform,Moderate,False,204,below_threshold,,,,
2025Q4,2025Q4,LH,Health Care,Health Care,0.541,0.409,0.366,0.451,0.444,0.493,Underperform,Moderate,False,205,below_threshold,,,,
2025Q4,2025Q4,DRI,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.611,0.351,0.509,0.407,0.405,0.492,Underperform,Moderate,False,206,below_threshold,,,,
2025Q4,2025Q4,BXP,Real Estate,Real Estate,0.682,0.471,0.427,0.449,0.433,0.491,Underperform,Moderate,False,207,below_threshold,,,,
2025Q4,2025Q4,GPC,Distributors,Distributors,0.697,0.401,0.399,0.424,0.48,0.49,Underperform,Moderate,False,208,below_threshold,,,,
2025Q4,2025Q4,AON,Financials,Insurance,0.568,0.561,0.41,0.455,0.463,0.49,Underperform,Moderate,False,209,below_threshold,,,,
2025Q4,2025Q4,HIG,Financials,Insurance,0.595,0.418,0.399,0.533,0.482,0.487,Underperform,Moderate,False,210,below_threshold,,,,
2025Q4,2025Q4,ROP,Technology,Technology,0.572,0.35,0.474,0.471,0.543,0.487,Underperform,Moderate,False,211,below_threshold,,,,
2025Q4,2025Q4,STT,Financials,Financial Services,0.534,0.699,0.41,0.566,0.514,0.487,Underperform,Moderate,False,212,below_threshold,,,,
2025Q4,2025Q4,PEP,Consumer Staples,Beverages,0.604,0.369,0.385,0.528,0.436,0.483,Underperform,Moderate,False,213,below_threshold,,,,
2025Q4,2025Q4,EA,Communication Services,Media,0.666,0.317,0.383,0.465,0.453,0.481,Underperform,Moderate,False,214,below_threshold,,,,
2025Q4,2025Q4,KKR,Financials,Financial Services,0.593,0.225,0.485,0.532,0.496,0.478,Underperform,Moderate,False,215,below_threshold,,,,
2025Q4,2025Q4,YUM,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.462,0.413,0.419,0.472,0.42,0.476,Underperform,Moderate,False,216,below_threshold,,,,
2025Q4,2025Q4,TT,Building,Building,0.517,0.57,0.404,0.417,0.47,0.474,Underperform,Moderate,False,217,below_threshold,,,,
2025Q4,2025Q4,TMUS,Telecommunication,Telecommunication,0.484,0.585,0.441,0.485,0.48,0.473,Underperform,Moderate,False,218,below_threshold,,,,
2025Q4,2025Q4,PSA,Real Estate,Real Estate,0.641,0.349,0.468,0.426,0.453,0.472,Underperform,Moderate,False,219,below_threshold,,,,
2025Q4,2025Q4,APH,Electrical Equipment,Electrical Equipment,0.535,0.539,0.36,0.548,0.513,0.47,Underperform,Moderate,False,220,below_threshold,,,,
2025Q4,2025Q4,AMP,Financials,Financial Services,0.642,0.413,0.427,0.428,0.418,0.468,Underperform,Moderate,False,221,below_threshold,,,,
2025Q4,2025Q4,VZ,Telecommunication,Telecommunication,0.54,0.431,0.356,0.401,0.463,0.467,Underperform,Moderate,False,222,below_threshold,,,,
2025Q4,2025Q4,MLM,Construction,Construction,0.466,0.584,0.419,0.484,0.457,0.464,Underperform,Moderate,False,223,below_threshold,,,,
2025Q4,2025Q4,EPAM,Technology,Technology,0.547,0.58,0.699,0.43,0.501,0.464,Underperform,Moderate,False,224,below_threshold,,,,
2025Q4,2025Q4,PHM,Consumer products,Consumer products,0.584,0.571,0.39,0.438,0.46,0.464,Underperform,Moderate,False,225,below_threshold,,,,
2025Q4,2025Q4,PM,Tobacco,Tobacco,0.556,0.397,0.439,0.538,0.446,0.459,Underperform,Moderate,False,226,below_threshold,,,,
2025Q4,2025Q4,BKNG,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.578,0.54,0.424,0.394,0.486,0.459,Underperform,Moderate,False,227,below_threshold,,,,
2025Q4,2025Q4,ARES,Financials,Financial Services,0.618,0.419,0.633,0.427,0.427,0.456,Underperform,Moderate,False,228,below_threshold,,,,
2025Q4,2025Q4,AME,Electrical Equipment,Electrical Equipment,0.627,0.49,0.409,0.495,0.48,0.455,Underperform,Moderate,False,229,below_threshold,,,,
2025Q4,2025Q4,ON,Technology,Semiconductors,0.68,0.632,0.464,0.604,0.503,0.452,Underperform,Moderate,False,230,below_threshold,,,,
2025Q4,2025Q4,EXC,Utilities,Utilities,0.615,0.581,0.413,0.635,0.506,0.452,Underperform,Moderate,False,231,below_threshold,,,,
2025Q4,2025Q4,HAS,Leisure Products,Leisure Products,0.747,0.383,0.37,0.436,0.503,0.452,Underperform,Moderate,False,232,below_threshold,,,,
2025Q4,2025Q4,IVZ,Financials,Financial Services,0.657,0.419,0.342,0.53,0.488,0.45,Underperform,Moderate,False,233,below_threshold,,,,
2025Q4,2025Q4,HUBB,Electrical Equipment,Electrical Equipment,0.653,0.434,0.41,0.442,0.466,0.449,Underperform,Moderate,False,234,below_threshold,,,,
2025Q4,2025Q4,MRNA,Technology,Biotechnology,0.543,0.691,0.443,0.508,0.507,0.448,Underperform,Moderate,False,235,below_threshold,,,,
2025Q4,2025Q4,GILD,Technology,Biotechnology,0.585,0.538,0.432,0.526,0.5,0.442,Underperform,Moderate,False,236,below_threshold,,,,
2025Q4,2025Q4,CMI,Machinery,Machinery,0.532,0.472,0.423,0.451,0.502,0.44,Underperform,Moderate,False,237,below_threshold,,,,
2025Q4,2025Q4,VRTX,Technology,Biotechnology,0.54,0.459,0.628,0.431,0.473,0.438,Underperform,Moderate,False,238,below_threshold,,,,
2025Q4,2025Q4,SPGI,Financials,Financial Services,0.585,0.351,0.386,0.49,0.476,0.436,Underperform,Moderate,False,239,below_threshold,,,,
2025Q4,2025Q4,ED,Utilities,Utilities,0.515,0.367,0.437,0.545,0.427,0.435,Underperform,Moderate,False,240,below_threshold,,,,
2025Q4,2025Q4,UHS,Health Care,Health Care,0.539,0.601,0.384,0.432,0.513,0.434,Underperform,Moderate,False,241,below_threshold,,,,
2025Q4,2025Q4,RCL,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.525,0.532,0.525,0.402,0.482,0.434,Underperform,Moderate,False,242,below_threshold,,,,
2025Q4,2025Q4,PG,Consumer products,Consumer products,0.527,0.422,0.459,0.562,0.451,0.433,Underperform,Moderate,False,243,below_threshold,,,,
2025Q4,2025Q4,BLK,Financials,Financial Services,0.641,0.662,0.472,0.43,0.484,0.432,Underperform,Moderate,False,244,below_threshold,,,,
2025Q4,2025Q4,KMI,Energy,Energy,0.57,0.659,0.432,0.456,0.421,0.431,Underperform,Moderate,False,245,below_threshold,,,,
2025Q4,2025Q4,BDX,Health Care,Health Care,0.661,0.418,0.553,0.462,0.462,0.43,Underperform,Moderate,False,246,below_threshold,,,,
2025Q4,2025Q4,EIX,Utilities,Utilities,0.597,0.486,0.519,0.531,0.516,0.43,Underperform,Moderate,False,247,below_threshold,,,,
2025Q4,2025Q4,LMT,Industrials,Aerospace & Defense,0.617,0.449,0.432,0.494,0.468,0.429,Underperform,Moderate,False,248,below_threshold,,,,
2025Q4,2025Q4,AZO,Consumer Discretionary,Retail,0.538,0.448,0.38,0.546,0.434,0.428,Underperform,Moderate,False,249,below_threshold,,,,
2025Q4,2025Q4,TRV,Financials,Insurance,0.658,0.442,0.365,0.545,0.415,0.422,Underperform,Moderate,False,250,below_threshold,,,,
2025Q4,2025Q4,BSX,Health Care,Health Care,0.48,0.658,0.415,0.478,0.482,0.421,Underperform,Moderate,False,251,below_threshold,,,,
2025Q4,2025Q4,STE,Health Care,Health Care,0.562,0.454,0.434,0.474,0.523,0.421,Underperform,Moderate,False,252,below_threshold,,,,
2025Q4,2025Q4,MNST,Consumer Staples,Beverages,0.553,0.462,0.38,0.501,0.471,0.421,Underperform,Moderate,False,253,below_threshold,,,,
2025Q4,2025Q4,CPT,Real Estate,Real Estate,0.626,0.388,0.397,0.401,0.454,0.419,Underperform,Moderate,False,254,below_threshold,,,,
2025Q4,2025Q4,CSX,Road & Rail,Road & Rail,0.565,0.607,0.419,0.472,0.463,0.416,Underperform,Moderate,False,255,below_threshold,,,,
2025Q4,2025Q4,MGM,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.629,0.477,0.434,0.473,0.504,0.416,Underperform,Moderate,False,256,below_threshold,,,,
2025Q4,2025Q4,CCI,Real Estate,Real Estate,0.417,0.297,0.438,0.47,0.466,0.416,Underperform,Moderate,False,257,below_threshold,,,,
2025Q4,2025Q4,EXPE,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.553,0.565,0.497,0.535,0.477,0.415,Underperform,Moderate,False,258,below_threshold,,,,
2025Q4,2025Q4,TXT,Industrials,Aerospace & Defense,0.611,0.422,0.416,0.492,0.469,0.415,Underperform,Moderate,False,259,below_threshold,,,,
2025Q4,2025Q4,IQV,Life Sciences Tools & Services,Life Sciences Tools & Services,0.591,0.374,0.363,0.488,0.483,0.413,Underperform,Moderate,False,260,below_threshold,,,,
2025Q4,2025Q4,WELL,Real Estate,Real Estate,0.626,0.329,0.48,0.536,0.457,0.413,Underperform,Moderate,False,261,below_threshold,,,,
2025Q4,2025Q4,BK,Financials,Financial Services,0.644,0.569,0.41,0.501,0.491,0.412,Underperform,Moderate,False,262,below_threshold,,,,
2025Q4,2025Q4,NDAQ,Financials,Financial Services,0.561,0.409,0.393,0.489,0.472,0.412,Underperform,Moderate,False,263,below_threshold,,,,
2025Q4,2025Q4,GS,Financials,Financial Services,0.658,0.579,0.4,0.562,0.474,0.411,Underperform,Moderate,False,264,below_threshold,,,,
2025Q4,2025Q4,TEL,Electrical Equipment,Electrical Equipment,0.525,0.443,0.4,0.549,0.466,0.409,Underperform,Moderate,False,265,below_threshold,,,,
2025Q4,2025Q4,MTCH,Communication Services,Media,0.59,0.39,0.373,0.419,0.453,0.409,Underperform,Moderate,False,266,below_threshold,,,,
2025Q4,2025Q4,FICO,Technology,Technology,0.559,0.483,0.671,0.392,0.503,0.406,Underperform,Moderate,False,267,below_threshold,,,,
2025Q4,2025Q4,MPC,Energy,Energy,0.591,0.432,0.365,0.448,0.487,0.404,Underperform,Moderate,False,268,below_threshold,,,,
2025Q4,2025Q4,MMM,Industrial Conglomerates,Industrial Conglomerates,0.562,0.543,0.443,0.448,0.495,0.397,Underperform,Moderate,False,269,below_threshold,,,,
2025Q4,2025Q4,RSG,Commercial Services & Supplies,Commercial Services & Supplies,0.537,0.522,0.474,0.461,0.491,0.397,Underperform,Moderate,False,270,below_threshold,,,,
2025Q4,2025Q4,PEG,Utilities,Utilities,0.502,0.485,0.408,0.52,0.504,0.397,Underperform,Moderate,False,271,below_threshold,,,,
2025Q4,2025Q4,JPM,Banking,Banking,0.649,0.424,0.423,0.55,0.46,0.396,Underperform,Moderate,False,272,below_threshold,,,,
2025Q4,2025Q4,BAC,Banking,Banking,0.589,0.514,0.395,0.546,0.457,0.394,Underperform,Moderate,False,273,below_threshold,,,,
2025Q4,2025Q4,JNJ,Healthcare,Pharmaceuticals,0.553,0.563,0.487,0.429,0.484,0.392,Underperform,Moderate,False,274,below_threshold,,,,
2025Q4,2025Q4,UAL,Airlines,Airlines,0.674,0.332,0.422,0.483,0.593,0.391,Underperform,Moderate,False,275,below_threshold,,,,
2025Q4,2025Q4,PCAR,Machinery,Machinery,0.625,0.617,0.414,0.446,0.416,0.39,Underperform,Moderate,False,276,below_threshold,,,,
2025Q4,2025Q4,ALB,Materials,Chemicals,0.576,0.585,0.552,0.424,0.443,0.388,Underperform,Moderate,False,277,below_threshold,,,,
2025Q4,2025Q4,FE,Utilities,Utilities,0.54,0.356,0.44,0.604,0.485,0.386,Underperform,Moderate,False,278,below_threshold,,,,
2025Q4,2025Q4,L,Financials,Insurance,0.599,0.628,0.629,0.365,0.463,0.386,Underperform,Moderate,False,279,below_threshold,,,,
2025Q4,2025Q4,FTNT,Technology,Technology,0.522,0.397,0.519,0.512,0.463,0.386,Underperform,Moderate,False,280,below_threshold,,,,
2025Q4,2025Q4,WST,Life Sciences Tools & Services,Life Sciences Tools & Services,0.571,0.536,0.406,0.64,0.584,0.385,Underperform,Moderate,False,281,below_threshold,,,,
2025Q4,2025Q4,WAB,Machinery,Machinery,0.614,0.631,0.414,0.418,0.509,0.385,Underperform,Moderate,False,282,below_threshold,,,,
2025Q4,2025Q4,ROK,Electrical Equipment,Electrical Equipment,0.613,0.474,0.437,0.526,0.502,0.385,Underperform,Moderate,False,283,below_threshold,,,,
2025Q4,2025Q4,MO,Tobacco,Tobacco,0.517,0.388,0.41,0.403,0.459,0.384,Underperform,Moderate,False,284,below_threshold,,,,
2025Q4,2025Q4,JCI,Building,Building,0.661,0.416,0.428,0.549,0.486,0.383,Underperform,Moderate,False,285,below_threshold,,,,
2025Q4,2025Q4,FOXA,Communication Services,Media,0.581,0.552,0.419,0.527,0.476,0.383,Underperform,Moderate,False,286,below_threshold,,,,
2025Q4,2025Q4,SYY,Consumer Discretionary,Retail,0.625,0.411,0.398,0.432,0.462,0.382,Underperform,Moderate,False,287,below_threshold,,,,
2025Q4,2025Q4,LOW,Consumer Discretionary,Retail,0.651,0.503,0.44,0.433,0.413,0.382,Underperform,Moderate,False,288,below_threshold,,,,
2025Q4,2025Q4,MCD,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.49,0.566,0.439,0.374,0.406,0.381,Underperform,Moderate,False,289,below_threshold,,,,
2025Q4,2025Q4,SYK,Health Care,Health Care,0.614,0.537,0.405,0.438,0.453,0.378,Underperform,Moderate,False,290,below_threshold,,,,
2025Q4,2025Q4,ITW,Machinery,Machinery,0.561,0.433,0.366,0.457,0.436,0.374,Underperform,Moderate,False,291,below_threshold,,,,
2025Q4,2025Q4,USB,Banking,Banking,0.635,0.535,0.418,0.468,0.44,0.372,Underperform,Moderate,False,292,below_threshold,,,,
2025Q4,2025Q4,A,Life Sciences Tools & Services,Life Sciences Tools & Services,0.458,0.497,0.422,0.423,0.489,0.372,Underperform,Moderate,False,293,below_threshold,,,,
2025Q4,2025Q4,GLW,Electrical Equipment,Electrical Equipment,0.598,0.474,0.426,0.392,0.457,0.369,Underperform,Moderate,False,294,below_threshold,,,,
2025Q4,2025Q4,MA,Financials,Financial Services,0.482,0.475,0.418,0.405,0.406,0.368,Underperform,Moderate,False,295,below_threshold,,,,
2025Q4,2025Q4,CVS,Health Care,Health Care,0.633,0.599,0.418,0.464,0.511,0.363,Underperform,Moderate,False,296,below_threshold,,,,
2025Q4,2025Q4,MAA,Real Estate,Real Estate,0.639,0.402,0.424,0.442,0.458,0.361,Underperform,Moderate,False,297,below_threshold,,,,
2025Q4,2025Q4,ICE,Financials,Financial Services,0.545,0.55,0.431,0.462,0.44,0.354,Underperform,Moderate,False,298,below_threshold,,,,
2025Q4,2025Q4,HD,Consumer Discretionary,Retail,0.625,0.417,0.451,0.46,0.388,0.353,Underperform,Moderate,False,299,below_threshold,,,,
2025Q4,2025Q4,CB,Financials,Insurance,0.625,0.412,0.511,0.453,0.458,0.352,Underperform,Moderate,False,300,below_threshold,,,,
2025Q4,2025Q4,CL,Consumer products,Consumer products,0.622,0.424,0.429,0.468,0.427,0.352,Underperform,Moderate,False,301,below_threshold,,,,
2025Q4,2025Q4,LIN,Materials,Chemicals,0.548,0.572,0.432,0.414,0.431,0.352,Underperform,Moderate,False,302,below_threshold,,,,
2025Q4,2025Q4,NDSN,Machinery,Machinery,0.55,0.512,0.419,0.435,0.469,0.349,Underperform,Moderate,False,303,below_threshold,,,,
2025Q4,2025Q4,HOLX,Health Care,Health Care,0.584,0.467,0.35,0.45,0.478,0.349,Underperform,Moderate,False,304,below_threshold,,,,
2025Q4,2025Q4,V,Financials,Financial Services,0.526,0.372,0.452,0.412,0.402,0.348,Underperform,Moderate,False,305,below_threshold,,,,
2025Q4,2025Q4,TRGP,Energy,Energy,0.563,0.524,0.613,0.428,0.45,0.347,Underperform,Moderate,False,306,below_threshold,,,,
2025Q4,2025Q4,LVS,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.443,0.546,0.476,0.519,0.453,0.344,Underperform,Moderate,False,307,below_threshold,,,,
2025Q4,2025Q4,FAST,Trading Companies & Distributors,Trading Companies & Distributors,0.5,0.561,0.423,0.452,0.497,0.342,Underperform,Moderate,False,308,below_threshold,,,,
2025Q4,2025Q4,CDNS,Technology,Technology,0.46,0.399,0.469,0.548,0.472,0.34,Underperform,Moderate,False,310,below_threshold,,,,
2025Q4,2025Q4,HAL,Energy,Energy,0.653,0.309,0.411,0.5,0.481,0.34,Underperform,Moderate,False,309,below_threshold,,,,
2025Q4,2025Q4,PGR,Financials,Insurance,0.565,0.538,0.503,0.444,0.435,0.339,Underperform,Moderate,False,311,below_threshold,,,,
2025Q4,2025Q4,MDLZ,Consumer Staples,Food Products,0.583,0.439,0.433,0.383,0.469,0.336,Underperform,Moderate,False,312,below_threshold,,,,
2025Q4,2025Q4,VTR,Real Estate,Real Estate,0.612,0.417,0.518,0.401,0.452,0.336,Underperform,Moderate,False,313,below_threshold,,,,
2025Q4,2025Q4,LLY,Healthcare,Pharmaceuticals,0.593,0.362,0.467,0.482,0.527,0.335,Underperform,Moderate,False,314,below_threshold,,,,
2025Q4,2025Q4,CMCSA,Telecommunication,Telecommunication,0.533,0.39,0.424,0.37,0.456,0.334,Underperform,Moderate,False,315,below_threshold,,,,
2025Q4,2025Q4,CTVA,Materials,Chemicals,0.622,0.357,0.448,0.395,0.447,0.333,Underperform,Moderate,False,316,below_threshold,,,,
2025Q4,2025Q4,TJX,Consumer Discretionary,Retail,0.605,0.607,0.431,0.571,0.481,0.33,Underperform,Moderate,False,317,below_threshold,,,,
2025Q4,2025Q4,SRE,Utilities,Utilities,0.647,0.265,0.416,0.536,0.516,0.327,Underperform,Moderate,False,318,below_threshold,,,,
2025Q4,2025Q4,WDC,Technology,Technology,0.521,0.458,0.494,0.544,0.539,0.327,Underperform,Moderate,False,319,below_threshold,,,,
2025Q4,2025Q4,CTRA,Energy,Energy,0.541,0.391,0.551,0.461,0.406,0.325,Underperform,Moderate,False,320,below_threshold,,,,
2025Q4,2025Q4,FIX,Construction,Construction,0.58,0.514,0.458,0.519,0.529,0.319,Underperform,Moderate,False,321,below_threshold,,,,
2025Q4,2025Q4,PLD,Real Estate,Real Estate,0.577,0.389,0.431,0.455,0.435,0.317,Underperform,Moderate,False,322,below_threshold,,,,
2025Q4,2025Q4,XEL,Utilities,Utilities,0.548,0.342,0.38,0.48,0.428,0.317,Underperform,Moderate,False,323,below_threshold,,,,
2025Q4,2025Q4,FANG,Energy,Energy,0.57,0.424,0.463,0.474,0.485,0.316,Underperform,Moderate,False,324,below_threshold,,,,
2025Q4,2025Q4,ECL,Materials,Chemicals,0.55,0.517,0.409,0.444,0.391,0.314,Underperform,Moderate,False,325,below_threshold,,,,
2025Q4,2025Q4,CINF,Financials,Insurance,0.564,0.463,0.411,0.515,0.49,0.314,Underperform,Moderate,False,326,below_threshold,,,,
2025Q4,2025Q4,LHX,Industrials,Aerospace & Defense,0.6,0.422,0.414,0.449,0.432,0.311,Underperform,Moderate,False,327,below_threshold,,,,
2025Q4,2025Q4,WTW,Financials,Insurance,0.592,0.425,0.354,0.484,0.483,0.311,Underperform,Moderate,False,328,below_threshold,,,,
2025Q4,2025Q4,CNP,Utilities,Utilities,0.491,0.277,0.434,0.522,0.486,0.311,Underperform,Moderate,False,329,below_threshold,,,,
2025Q4,2025Q4,APA,Energy,Energy,0.653,0.374,0.421,0.571,0.474,0.307,Underperform,Moderate,False,330,below_threshold,,,,
2025Q4,2025Q4,NEM,Metals & Mining,Metals & Mining,0.608,0.451,0.397,0.576,0.492,0.304,Underperform,Moderate,False,331,below_threshold,,,,
2025Q4,2025Q4,AMZN,Consumer Discretionary,Retail,0.611,0.294,0.429,0.544,0.53,0.304,Underperform,Moderate,False,332,below_threshold,,,,
2025Q4,2025Q4,AAPL,Technology,Technology,0.503,0.429,0.354,0.473,0.536,0.303,Underperform,Moderate,False,333,below_threshold,,,,
2025Q4,2025Q4,NOW,Technology,Technology,0.463,0.603,0.628,0.531,0.493,0.302,Underperform,Moderate,False,334,below_threshold,,,,
2025Q4,2025Q4,ORCL,Technology,Technology,0.34,0.383,0.344,0.528,0.504,0.299,Underperform,Moderate,False,335,below_threshold,,,,
2025Q4,2025Q4,HII,Industrials,Aerospace & Defense,0.541,0.541,0.424,0.416,0.504,0.297,Underperform,Moderate,False,336,below_threshold,,,,
2025Q4,2025Q4,ATO,Utilities,Utilities,0.501,0.393,0.435,0.503,0.481,0.296,Underperform,Moderate,False,337,below_threshold,,,,
2025Q4,2025Q4,ABBV,Technology,Biotechnology,0.67,0.318,0.438,0.427,0.457,0.296,Underperform,Moderate,False,338,below_threshold,,,,
2025Q4,2025Q4,NTAP,Technology,Technology,0.574,0.514,0.4,0.41,0.49,0.296,Underperform,Moderate,False,339,below_threshold,,,,
2025Q4,2025Q4,WMT,Consumer Discretionary,Retail,0.585,0.502,0.431,0.465,0.436,0.296,Underperform,Moderate,False,340,below_threshold,,,,
2025Q4,2025Q4,JBL,Electrical Equipment,Electrical Equipment,0.54,0.445,0.415,0.568,0.473,0.295,Underperform,Moderate,False,341,below_threshold,,,,
2025Q4,2025Q4,KO,Consumer Staples,Beverages,0.583,0.476,0.51,0.396,0.459,0.291,Underperform,Moderate,False,342,below_threshold,,,,
2025Q4,2025Q4,META,Communication Services,Media,0.48,0.53,0.444,0.541,0.474,0.29,Underperform,Moderate,False,343,below_threshold,,,,
2025Q4,2025Q4,HLT,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.536,0.46,0.399,0.339,0.476,0.289,Underperform,Moderate,False,344,below_threshold,,,,
2025Q4,2025Q4,IBM,Technology,Technology,0.618,0.59,0.43,0.461,0.509,0.289,Underperform,Moderate,False,345,below_threshold,,,,
2025Q4,2025Q4,AFL,Financials,Insurance,0.587,0.409,0.346,0.444,0.498,0.288,Underperform,Moderate,False,346,below_threshold,,,,
2025Q4,2025Q4,LEN,Consumer products,Consumer products,0.575,0.45,0.395,0.65,0.454,0.285,Underperform,Moderate,False,347,below_threshold,,,,
