report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2022-09-30,273451000.0,156138000,91630000.0,8217007000,3167639000.0,4296899000.0,148772000.0,214642000.0,-34826000.0,-77109000.0,78556000.0,77536000.0,333363000.0,1371228000.0,5049368000.0,3407298000.0,889601000.0,146214000.0,0.049291601726080526,0.019001809296255924,0.5709907807980223,0.7849377036470885,1.356498957109696,0.24311274273862551,0.24311274273862551,0.011151262254005626,0.012275374577770252,1.9876012016905138,14521000.0,295.9093037669582
2022-12-31,280057000.0,115693000,91337000.0,8233991000,3212385000.0,4329393000.0,107476000.0,217288000.0,-37697000.0,-79165000.0,73804000.0,76736000.0,283206000.0,1280038000.0,5021606000.0,3407701000.0,921692000.0,85558000.0,0.03601467445527233,0.014050659030353567,0.41310518930074946,0.7758706263367814,1.3477192179642228,0.22124811919646137,0.22124811919646137,0.011092676686190208,0.012110804640497241,1.5675708633678391,12172000.0,355.68460400920145
2023-03-31,273059000.0,55335000,94106000.0,8269294000,3182594000.0,4389405000.0,143007000.0,217854000.0,-38593000.0,-78637000.0,81141000.0,81141000.0,299961000.0,1412929000.0,5086700000.0,3408104000.0,981301000.0,99449000.0,0.01738676061099845,0.006691623251029653,0.2026485118600742,0.7978275757253926,1.37919099954314,0.21229729165442848,0.21229729165442848,0.011380173446487693,0.012428158006888273,0.6819610307982401,15469000.0,283.75492921326526
2023-06-30,280679000.0,60499000,101801000.0,8278876000,3158580000.0,4431636000.0,149269000.0,225069000.0,-40462000.0,-78974000.0,81214000.0,81214000.0,293753000.0,1229771000.0,5120296000.0,3479333000.0,952303000.0,98064000.0,0.019153860278986128,0.007307634514637011,0.215545160129543,0.801873314355545,1.4030469388142772,0.23886804941733053,0.23886804941733053,0.012296475995050536,0.013412134779827082,0.7449331396064718,22827000.0,194.14009725325272
2023-09-30,286604000.0,57048000,100084000.0,8293693000,3137588000.0,4450525000.0,150939000.0,228009000.0,-42005000.0,-81731000.0,81274000.0,81274000.0,290276000.0,1271930000.0,5156105000.0,3479821000.0,970704000.0,98210000.0,0.01818211951346066,0.006878479827984952,0.19904816401725028,0.795554144394356,1.4184542393711348,0.22821696162524668,0.22821696162524668,0.012067483086243969,0.013189576907987532,0.7019218938405887,18353000.0,242.4957772571242
2023-12-31,291812000.0,64103000,100598000.0,8436512000,3225522000.0,4599177000.0,112615000.0,229556000.0,-42062000.0,-82421000.0,81623000.0,81623000.0,452558000.0,1462099000.0,5210990000.0,3480296000.0,1118881000.0,250825000.0,0.019873682461319438,0.0075982823233108655,0.21967225473935273,0.7866571628308637,1.4258706032697963,0.30952623591152173,0.30952623591152173,0.011924122196471718,0.012856468983663142,0.7853546181836002,18177000.0,253.0217857732299
2024-03-31,291323000.0,56736000,100194000.0,8271660000,3178956000.0,4483397000.0,141160000.0,229664000.0,-42210000.0,-83404000.0,82605000.0,82605000.0,303586000.0,1408581000.0,5092704000.0,3353228000.0,1130169000.0,95936000.0,0.01784736875880006,0.0068590826992405395,0.19475290313500823,0.7883483281443621,1.4103362865041227,0.21552612167848353,0.21552612167848353,0.012112925337840289,0.013076139927252112,0.6868349373524605,16790000.0,267.02781417510425
2024-06-30,296052000.0,111982000,104731000.0,8421167000,3253371000.0,4553672000.0,169723000.0,237161000.0,-43261000.0,-85049000.0,83563000.0,82932000.0,297845000.0,1469095000.0,5167796000.0,3354755000.0,1198917000.0,103234000.0,0.034420298207612963,0.013297681900857684,0.3782511180468296,0.8010788645237998,1.3996780570061023,0.20274046266579085,0.20274046266579085,0.012436637344919059,0.013414938280729337,1.340090710003231,19682000.0,231.36225993293365
2024-09-30,303633000.0,60953000,105832000.0,8479218000,3366546000.0,4472617000.0,144085000.0,239735000.0,-43259000.0,-87028000.0,83994000.0,83994000.0,303536000.0,1413234000.0,5112672000.0,3356298000.0,1116319000.0,97023000.0,0.018105500414965368,0.007188516676891666,0.2007456370025656,0.7895551537546973,1.328547716264682,0.2147811332022864,0.2147811332022864,0.0124813396707102,0.013500420899527157,0.7256827868657285,18804000.0,237.8545522229313
2024-12-31,311444000.0,65537000,107559000.0,8524757000,3424430000.0,4473632000.0,119595000.0,246323000.0,-42452000.0,-87117000.0,84705000.0,84705000.0,352489000.0,1470936000.0,5100327000.0,3357840000.0,1115792000.0,123409000.0,0.01913807553373846,0.007687843770796047,0.21042948331000116,0.7909062303335431,1.3063873403748945,0.23963585091397585,0.23963585091397585,0.012617251142759847,0.013618404109767687,0.773708753910631,20442000.0,218.84512278642012
